Infraction_Framing,Abbreviated_Infraction_Description,count,cumulative_count,cumulative_percentage
181 I,Estacionar nas esquinas e a menos de 5m do alinhamento da via transversal,15,2105267,99.97801237575568
244 § 2º,Conduzir ciclomotor em rodovia salvo se houver acostamento ou faixa própria,14,2105309,99.9800069334625
253-A,"Usar qq veiculo para, delib, interromper circulação na via sem aut do orgão",14,2105309,99.9800069334625
244 II,Conduzir motocicleta/motoneta/ciclomotor transportando pas. fora do assento,14,2105309,99.9800069334625
182 VI,Parar no passeio,13,2105322,99.98062429656224
230 I,Conduzir o veículo com a inscrição do chassi violada/falsificada,12,2105406,99.9846134119759
162 VI,Dirigir veículo sem usar aparelho auxiliar de audição,12,2105406,99.9846134119759
182 IV,Parar em desacordo com as posições estabelecidas no CTB,12,2105406,99.9846134119759
244 VII c/c § 1º,Conduzir ciclo sem segurar o guidom com ambas as mãos,12,2105406,99.9846134119759
209-A,"Deixar de efetuar pagamento, pelo uso de rodovias e viasurbanas, na forma estabelecida",12,2105406,99.9846134119759
234,Falsificar ou adulterar documento de identificação do veículo,12,2105406,99.9846134119759
214 II,Deixar de dar preferência a pedestre/veic ñ mot que ñ haja concluído a travessia,12,2105406,99.9846134119759
230 I,Conduzir o veículo com o selo violado/falsificado,11,2105461,99.98722533278246
225 II,Deixar de sinalizar a via p/ tornar visível o local qdo a carga for derramada,11,2105461,99.98722533278246
203 IV,Ultrapassar pela contramão veículo parado em fila junto a cancela/porteira,11,2105461,99.98722533278246
171,Usar veículo para arremessar sobre os pedestres água ou detritos,11,2105461,99.98722533278246
234,Falsificar ou adulterar documento de habilitação,11,2105461,99.98722533278246
163 c/c 162 VII,Entregar veiculo a pessoa sem possuir curso especificos obrigatorios,10,2105531,99.99054959562716
253-A,"Usar qq veiculo para, delib, restringir circulação na via sem aut do orgão",10,2105531,99.99054959562716
163 c/c 162 VI,Entregar veíc pessoa s/ adaptações impostas concessão/renovação licença conduzir,10,2105531,99.99054959562716
250 I b,"Em movimento de dia, deixar de manter acesa luz baixa em túneis",10,2105531,99.99054959562716
220 X,Deixar de reduzir veloc qdo pavimento se apresentar escorreg/defeituoso/avariado,10,2105531,99.99054959562716
203 III,Ultrapassar pela contramão nos viadutos,10,2105531,99.99054959562716
182 I,Parar nas esquinas e a menos 5m do bordo do alinhamento da via transversal,10,2105531,99.99054959562716
227 V,Usar buzina em desacordo c/ os padrões e frequências estabelecidas pelo Contran,9,2105540,99.99097700085005
187 I,Transitar em local/horário não permitido pela regulamentação -rodízio,8,2105564,99.9921167481111
203 II,Ultrapassar pela contramão nas faixas de pedestre,8,2105564,99.9921167481111
230 XV,Conduzir c/ inscr/adesivo/legenda/símbolo pintado pára-brisa e extensão traseira,8,2105564,99.9921167481111
220 XIV,Deixar de reduzir veloc na proxim estação embarque/desembarque passageiros,7,2105592,99.99344645324899
200,Ultrap pela direita veíc transp colet/escolar parado para emb/desemb passageiros,7,2105592,99.99344645324899
250 IV,"Em movimento, deixar veículo de transporte púb. coletivo passageiros de manter a porta fechada",7,2105592,99.99344645324899
182 II,Parar afastado da guia da calçada (meio-fio) de 50cm a 1m,7,2105592,99.99344645324899
182 VIII,Parar nas pontes,6,2105616,99.99458620051004
171,Usar veículo para arremessar sobre os veículos água ou detritos,6,2105616,99.99458620051004
226,Deixar de retirar qualquer objeto utilizado para sinalização temporária da via,6,2105616,99.99458620051004
220 XIII,Deixar de reduzir veloc de forma compatível c/ segurança ao ultrapassar ciclista,6,2105616,99.99458620051004
220 XIV,Deixar de reduzir a velocidade nas proximidades de hospitais,5,2105651,99.99624833193239
231 I,"Transitar com o veículo danificando a via, suas instalações e equipamentos",5,2105651,99.99624833193239
181 XIV,Estacionar nos viadutos,5,2105651,99.99624833193239
231 III,"Transitar com veículo produzindo fumaça, gases ou partículas em desac c/ Contran",5,2105651,99.99624833193239
163 c/c 162 III,Entregar veículo a pessoa com PPD de categoria diferente da do veículo,5,2105651,99.99624833193239
179 II,Fazer/deixar que se faça reparo em veíc nas vias (q não rodovia/transito rapido),5,2105651,99.99624833193239
211,"Ultrapassar veículos motorizados em fila, parados em razão de cancela",5,2105651,99.99624833193239
252 II,Dirigir o veículo transport pessoas à sua esquerda ou entre os braços e pernas,4,2105671,99.9971981213166
215 I b,"Deixar de dar prefer em interseção não sinalizada, a veículo que vier da direita",4,2105671,99.9971981213166
182 III,Parar afastado da guia da calçada (meio-fio) a mais de 1m,4,2105671,99.9971981213166
182 XI,Parar o veículo sobre ciclovia ou ciclofaixa,4,2105671,99.9971981213166
162 VI,Dirigir veículo sem usar aparelho auxiliar de prótese física,4,2105671,99.9971981213166
182 VIII,Parar nos viadutos,3,2105704,99.99876527380054
222,Deixar de manter ligado em emerg sist ilum vermelha intermitente ainda q parado,3,2105704,99.99876527380054
174,Participar na via como condutor em eventos organizados sem permissão,3,2105704,99.99876527380054
181 XVII,Estacionar em desacordo com a regulamentação - ponto ou vaga de táxi,3,2105704,99.99876527380054
244 § 1 a,Conduzir ciclo transportando passageiro fora da garupa/assento a ele destinado,3,2105704,99.99876527380054
181 II,Estacionar afastado da guia da calçada (meio-fio) de 50cm a 1m,3,2105704,99.99876527380054
182 VI,Parar nas ilhas ou refúgios,3,2105704,99.99876527380054
213 I,Deixar de parar sempre que a marcha for interceptada por agrupamento de pessoas,3,2105704,99.99876527380054
250 I c,"Em mov de dia, deixar de manter acesa luz baixa veíc transp coletivo faixas/pistas destinadas",3,2105704,99.99876527380054
230 XVII,Conduzir o veículo com cortinas ou persianas fechadas,3,2105704,99.99876527380054
181 XVI,"Estacionar aclive/declive ñ freado e sem calço segurança, PBT superior a 3500kg",3,2105704,99.99876527380054
220 XI,Deixar de reduzir a velocidade à aproximação de animais na pista,2,2105720,99.9995251053079
249,Deixar de manter acesas à noite as luzes de posição veic fazendo carga/descarga,2,2105720,99.9995251053079
181 XVII,Estacionar em desacordo com a regulamentação - estacionamento rotativo,2,2105720,99.9995251053079
174,"Participar na via como condutor em competição esportiva, sem permissão",2,2105720,99.9995251053079
202 II,Ultrapassar em passagem de nível,2,2105720,99.9995251053079
244 III c/c § 1º,Conduzir ciclo fazendo malabarismo ou equilibrando-se em uma roda,2,2105720,99.9995251053079
183,Parar sobre faixa de pedestres na mudança de sinal luminoso (fisc eletrônica),2,2105720,99.9995251053079
227 III,Usar buzina entre as vinte e duas e as seis horas,2,2105720,99.9995251053079
181 XVII,Estacionar em desacordo com a regulamentação - vaga de carga/descarga,1,2105730,100.0
182 VIII,Parar nos túneis,1,2105730,100.0
206 III,Executar operação de retorno passando por cima de faixa de veíc não motorizados,1,2105730,100.0
164 c/c 162 VI,Permitir posse/condução do veículo a pessoa sem usar aparelho de prótese física,1,2105730,100.0
231 IX,Transitar com o veículo desengrenado em declive,1,2105730,100.0
164 c/c 162 VI,Permitir posse/condução do veículo a pessoa s/ usar aparelho auxiliar de audição,1,2105730,100.0
203 III,Ultrapassar pela contramão nos túneis,1,2105730,100.0
181 XVII,Estacionar em desacordo com a regulamentação - vaga de curta duração,1,2105730,100.0
214 III,Deixar de dar preferência a pedestre port deficiência fís/criança/idoso/gestante,1,2105730,100.0
181 XIV,Estacionar nos túneis,1,2105730,100.0
