City,Violations_Count,Violations_Count(%),Acum
ITAPEMA,4354,0.002067691489412223,0.002067691489412223
SAO JOSE DOS CAMPOS,4352,0.0020667417000280186,0.0020667417000280186
GOVERNADOR VALADARES,4217,0.0020026309165942454,0.0020026309165942454
FORMOSA,4187,0.0019883840758311844,0.0019883840758311844
CEU AZUL,4179,0.0019845849182943682,0.0019845849182943682
BATAGUASSU,4179,0.0019845849182943682,0.0019845849182943682
SAO LEOPOLDO,4178,0.0019841100236022663,0.0019841100236022663
ANAPOLIS,4167,0.001978886181989144,0.001978886181989144
BARREIRAS,4149,0.0019703380775313076,0.0019703380775313076
CUIABA,4141,0.001966538919994491,0.001966538919994491
SALGUEIRO,4053,0.001924748187089513,0.001924748187089513
RIO VERDE,4033,0.0019152502932474724,0.0019152502932474724
ITIQUIRA,4025,0.0019114511357106562,0.0019114511357106562
ITAPEMIRIM,4023,0.001910501346326452,0.001910501346326452
ELDORADO DO SUL,3982,0.001891030663950269,0.001891030663950269
SANTO ANTONIO DA PATRULHA,3973,0.0018867566117213507,0.0018867566117213507
FUNDAO,3940,0.001871085086881984,0.001871085086881984
NOVO HAMBURGO,3922,0.0018625369824241474,0.0018625369824241474
SIDROLANDIA,3915,0.0018592127195794332,0.0018592127195794332
CAMPO VERDE,3908,0.001855888456734719,0.001855888456734719
GUARAPUAVA,3893,0.0018487650363531887,0.0018487650363531887
SANTA MARIA,3871,0.001838317353126944,0.001838317353126944
MACAIBA,3867,0.001836417774358536,0.001836417774358536
PETROLINA,3847,0.0018269198805164954,0.0018269198805164954
SEABRA,3782,0.0017960517255298637,0.0017960517255298637
CACERES,3748,0.0017799053059983948,0.0017799053059983948
TERESOPOLIS,3736,0.0017742065696931706,0.0017742065696931706
ESTANCIA,3726,0.0017694576227721504,0.0017694576227721504
LUCAS DO RIO VERDE,3705,0.0017594848342380076,0.0017594848342380076
PONTES E LACERDA,3699,0.0017566354660853956,0.0017566354660853956
CRISTALINA,3672,0.001743813309398641,0.001743813309398641
ARIQUEMES,3645,0.0017309911527118862,0.0017309911527118862
SOBRAL,3644,0.001730516258019784,0.001730516258019784
OURINHOS,3561,0.001691099998575316,0.001691099998575316
CONCEICAO DO JACUIPE,3550,0.0016858761569621937,0.0016858761569621937
BALSAS,3520,0.0016716293161991328,0.0016716293161991328
EUNAPOLIS,3505,0.0016645058958176025,0.0016645058958176025
TEOFILO OTONI,3490,0.001657382475436072,0.001657382475436072
BOA VISTA,3481,0.001653108423207154,0.001653108423207154
RIO BRANCO,3454,0.0016402862665203992,0.0016402862665203992
IMPERATRIZ,3441,0.0016341126355230728,0.0016341126355230728
CATALAO,3395,0.0016122674796863795,0.0016122674796863795
SANTO ANTONIO DO LEVERGER,3378,0.001604194269920645,0.001604194269920645
REGISTRO,3361,0.0015961210601549106,0.0015961210601549106
RIO GRANDE,3352,0.0015918470079259925,0.0015918470079259925
PIMENTA BUENO,3345,0.0015885227450812781,0.0015885227450812781
PALMAS,3282,0.0015586043794788506,0.0015586043794788506
MAFRA,3273,0.0015543303272499323,0.0015543303272499323
MARABA,3231,0.0015343847501816472,0.0015343847501816472
VASSOURAS,3215,0.0015267864351080148,0.0015267864351080148
MANGARATIBA,3211,0.0015248868563396067,0.0015248868563396067
CAUCAIA,3193,0.0015163387518817703,0.0015163387518817703
IPIXUNA DO PARA,3143,0.001492594017276669,0.001492594017276669
MARILIA,3135,0.0014887948597398528,0.0014887948597398528
PARNAMIRIM,3128,0.0014854705968951386,0.0014854705968951386
SABARA,3128,0.0014854705968951386,0.0014854705968951386
ESTRELA,3110,0.001476922492437302,0.001476922492437302
VERA,3088,0.0014664748092110575,0.0014664748092110575
URUACU,3084,0.0014645752304426494,0.0014645752304426494
PATOS DE MINAS,3063,0.0014546024419085067,0.0014546024419085067
ALEGRETE,3062,0.0014541275472164047,0.0014541275472164047
IGARASSU,3059,0.0014527028631400986,0.0014527028631400986
JAGUARE,3047,0.0014470041268348744,0.0014470041268348744
MURIAE,3031,0.001439405811761242,0.001439405811761242
JUIZ DE FORA,3016,0.0014322823913797116,0.0014322823913797116
SAO JOSE DO RIO PRETO,3015,0.0014318074966876094,0.0014318074966876094
CRUZ DO ESPIRITO SANTO,2995,0.001422309602845569,0.001422309602845569
CANOAS,2979,0.0014147112877719366,0.0014147112877719366
TIBAGI,2970,0.0014104372355430183,0.0014104372355430183
SAO MIGUEL DO IGUACU,2913,0.0013833682380932028,0.0013833682380932028
AMELIA RODRIGUES,2904,0.0013790941858642847,0.0013790941858642847
CACHOEIRA ALTA,2894,0.0013743452389432644,0.0013743452389432644
ANASTACIO,2885,0.001370071186714346,0.001370071186714346
GUARAI,2885,0.001370071186714346,0.001370071186714346
TANGUA,2871,0.0013634226610249177,0.0013634226610249177
RIO NEGRINHO,2864,0.0013600983981802036,0.0013600983981802036
MONTENEGRO,2843,0.001350125609646061,0.001350125609646061
GUIA LOPES DA LAGUNA,2832,0.0013449017680329386,0.0013449017680329386
CONGONHAS,2815,0.0013368285582672041,0.0013368285582672041
GUAIRA,2814,0.0013363536635751022,0.0013363536635751022
GARANHUNS,2813,0.0013358787688830002,0.0013358787688830002
PARNAIBA,2810,0.0013344540848066941,0.0013344540848066941
HUMAITA,2806,0.001332554506038286,0.001332554506038286
FLORIANO,2776,0.0013183076652752252,0.0013183076652752252
CAMPINA GRANDE DO SUL,2749,0.0013054855085884705,0.0013054855085884705
GUAPIMIRIM,2682,0.0012736675642176347,0.0012736675642176347
ARAQUARI,2669,0.0012674939332203085,0.0012674939332203085
CARANDAI,2668,0.0012670190385282063,0.0012670190385282063
MAGE,2645,0.0012560964606098597,0.0012560964606098597
GUAICARA,2641,0.0012541968818414516,0.0012541968818414516
CARAZINHO,2625,0.0012465985667678193,0.0012465985667678193
CARATINGA,2623,0.0012456487773836152,0.0012456487773836152
BETIM,2616,0.001242324514538901,0.001242324514538901
SARANDI,2602,0.0012356759888494727,0.0012356759888494727
NOVA LIMA,2596,0.0012328266206968605,0.0012328266206968605
JABOATAO DOS GUARARAPES,2588,0.0012290274631600443,0.0012290274631600443
PATO BRANCO,2582,0.0012261780950074321,0.0012261780950074321
CACAPAVA DO SUL,2580,0.001225228305623228,0.001225228305623228
BALSA NOVA,2574,0.001222378937470616,0.001222378937470616
TRES MARIAS,2574,0.001222378937470616,0.001222378937470616
ROSARIO DO SUL,2573,0.0012219040427785138,0.0012219040427785138
SANGAO,2557,0.0012143057277048815,0.0012143057277048815
POCONE,2557,0.0012143057277048815,0.0012143057277048815
MANHUACU,2552,0.0012119312542443713,0.0012119312542443713
PARANAIBA,2542,0.001207182307323351,0.001207182307323351
SANTA TEREZINHA DE ITAIPU,2531,0.0012019584657102288,0.0012019584657102288
BLUMENAU,2521,0.0011972095187892085,0.0011972095187892085
RIO BRILHANTE,2513,0.0011934103612523924,0.0011934103612523924
ITUIUTABA,2504,0.001189136309023474,0.001189136309023474
SETE LAGOAS,2477,0.0011763141523367193,0.0011763141523367193
PORTO ALEGRE,2459,0.001167766047878883,0.001167766047878883
POUSO ALEGRE,2445,0.0011611175221894546,0.0011611175221894546
TUBARAO,2443,0.0011601677328052504,0.0011601677328052504
TEIXEIRA DE FREITAS,2443,0.0011601677328052504,0.0011601677328052504
JATAI,2441,0.0011592179434210463,0.0011592179434210463
NOSSA SENHORA DO SOCORRO,2438,0.0011577932593447404,0.0011577932593447404
LEOPOLDINA,2438,0.0011577932593447404,0.0011577932593447404
PARAISO DO TOCANTINS,2413,0.0011459208920421896,0.0011459208920421896
PORANGATU,2380,0.0011302493672028227,0.0011302493672028227
IRATI,2379,0.0011297744725107207,0.0011297744725107207
RIO LARGO,2378,0.0011292995778186187,0.0011292995778186187
ITABERABA,2356,0.001118851894592374,0.001118851894592374
SANTA RITA,2349,0.0011155276317476599,0.0011155276317476599
CAXIAS,2346,0.0011141029476713538,0.0011141029476713538
IMBITUBA,2321,0.0011022305803688032,0.0011022305803688032
VARGEM,2312,0.0010979565281398849,0.0010979565281398849
PEDRO CANARIO,2298,0.0010913080024504565,0.0010913080024504565
ITAPECERICA DA SERRA,2297,0.0010908331077583546,0.0010908331077583546
CAPANEMA,2282,0.0010837096873768243,0.0010837096873768243
LAVRAS,2278,0.001081810108608416,0.001081810108608416
ARACATI,2277,0.001081335213916314,0.001081335213916314
MONTES CLAROS,2274,0.001079910529840008,0.001079910529840008
JUAZEIRO,2266,0.0010761113723031918,0.0010761113723031918
ABADIANIA,2262,0.0010742117935347837,0.0010742117935347837
BEZERROS,2253,0.0010699377413058654,0.0010699377413058654
BOM JESUS,2246,0.0010666134784611512,0.0010666134784611512
ITATIAIUCU,2233,0.0010604398474638249,0.0010604398474638249
ITATIAIA,2231,0.001059490058079621,0.001059490058079621
MARINGA,2217,0.0010528415323901924,0.0010528415323901924
OSORIO,2212,0.0010504670589296823,0.0010504670589296823
SANTAREM,2199,0.001044293427932356,0.001044293427932356
BARRA MANSA,2196,0.0010428687438560499,0.0010428687438560499
PORTO SEGURO,2184,0.0010371700075508257,0.0010371700075508257
BARRA DO GARCAS,2179,0.0010347955340903154,0.0010347955340903154
PIRIPIRI,2175,0.0010328959553219073,0.0010328959553219073
SERRA TALHADA,2169,0.0010300465871692951,0.0010300465871692951
CAMPO REDONDO,2138,0.0010153248517141323,0.0010153248517141323
UBATUBA,2088,0.0009915801171090312,0.0009915801171090312
PARAOPEBA,2065,0.0009806575391906845,0.0009806575391906845
JANGADA,2063,0.0009797077498064804,0.0009797077498064804
CABEDELO,2049,0.000973059224117052,0.000973059224117052
EMBU,2046,0.0009716345400407459,0.0009716345400407459
SAO SIMAO,2045,0.000971159645348644,0.000971159645348644
CANINDE,2035,0.0009664106984276237,0.0009664106984276237
MORRINHOS,2027,0.0009626115408908074,0.0009626115408908074
ELDORADO,2013,0.0009559630152013791,0.0009559630152013791
SANTA INES,2005,0.0009521638576645629,0.0009521638576645629
PAULO AFONSO,2002,0.0009507391735882568,0.0009507391735882568
BURITI DOS LOPES,1999,0.0009493144895119508,0.0009493144895119508
ANGRA DOS REIS,1990,0.0009450404372830324,0.0009450404372830324
SANTA ISABEL DO PARA,1984,0.0009421910691304203,0.0009421910691304203
ITAGUAI,1973,0.000936967227517298,0.000936967227517298
ITABUNA,1968,0.0009345927540567879,0.0009345927540567879
RIO BONITO,1965,0.0009331680699804819,0.0009331680699804819
DOM ELISEU,1959,0.0009303187018278697,0.0009303187018278697
SAO FRANCISCO DO PARA,1940,0.0009212957026779312,0.0009212957026779312
ALTAMIRA,1932,0.0009174965451411149,0.0009174965451411149
ARARANGUA,1930,0.0009165467557569109,0.0009165467557569109
URUGUAIANA,1927,0.0009151220716806048,0.0009151220716806048
ITABAIANA,1893,0.0008989756521491359,0.0008989756521491359
SAO JOSE DE MIPIBU,1892,0.0008985007574570339,0.0008985007574570339
SAO JOAO DE MERITI,1880,0.0008928020211518096,0.0008928020211518096
PALMEIRA DOS INDIOS,1855,0.0008809296538492589,0.0008809296538492589
GUARAPARI,1850,0.0008785551803887488,0.0008785551803887488
SANTA MARIA DO PARA,1849,0.0008780802856966467,0.0008780802856966467
ALTO GARCAS,1847,0.0008771304963124427,0.0008771304963124427
BRUMADINHO,1830,0.0008690572865467082,0.0008690572865467082
PIRAI,1829,0.0008685823918546063,0.0008685823918546063
JACAREI,1815,0.0008619338661651778,0.0008619338661651778
VOLTA REDONDA,1790,0.0008500614988626273,0.0008500614988626273
GURUPI,1775,0.0008429380784810968,0.0008429380784810968
PELOTAS,1774,0.0008424631837889948,0.0008424631837889948
SEROPEDICA,1744,0.000828216343025934,0.000828216343025934
CAMBUI,1731,0.0008220427120286077,0.0008220427120286077
APARECIDA,1722,0.0008177686597996895,0.0008177686597996895
ITAQUIRAI,1705,0.000809695450033955,0.000809695450033955
NAVIRAI,1705,0.000809695450033955,0.000809695450033955
ARAPONGAS,1679,0.0007973481880393023,0.0007973481880393023
CAJAZEIRAS,1665,0.0007906996623498739,0.0007906996623498739
JAGUARACU,1657,0.0007869005048130577,0.0007869005048130577
ERECHIM,1654,0.0007854758207367517,0.0007854758207367517
PARACATU,1632,0.0007750281375105071,0.0007750281375105071
TERENOS,1624,0.0007712289799736908,0.0007712289799736908
POUSO ALTO,1623,0.0007707540852815888,0.0007707540852815888
JARU,1623,0.0007707540852815888,0.0007707540852815888
ABREU E LIMA,1613,0.0007660051383605685,0.0007660051383605685
CAARAPO,1613,0.0007660051383605685,0.0007660051383605685
ALAGOINHAS,1580,0.0007503336135212017,0.0007503336135212017
RESENDE,1580,0.0007503336135212017,0.0007503336135212017
EUSEBIO,1577,0.0007489089294448956,0.0007489089294448956
SAO MIGUEL DOS CAMPOS,1573,0.0007470093506764875,0.0007470093506764875
SAO CAITANO,1572,0.0007465344559843854,0.0007465344559843854
PARAIBA DO SUL,1569,0.0007451097719080794,0.0007451097719080794
PONTE ALTA,1569,0.0007451097719080794,0.0007451097719080794
PERDOES,1566,0.0007436850878317733,0.0007436850878317733
BARBACENA,1559,0.0007403608249870592,0.0007403608249870592
ITUMBIARA,1557,0.000739411035602855,0.000739411035602855
EXTREMOZ,1548,0.0007351369833739368,0.0007351369833739368
SAO JOAO DEL REI,1544,0.0007332374046055287,0.0007332374046055287
BARRA DO CORDA,1543,0.0007327625099134267,0.0007327625099134267
XANXERE,1530,0.0007265888789161004,0.0007265888789161004
JOAO MONLEVADE,1525,0.0007242144054555903,0.0007242144054555903
POCINHOS,1517,0.000720415247918774,0.000720415247918774
PRESIDENTE FIGUEIREDO,1513,0.000718515669150366,0.000718515669150366
OURICURI,1490,0.0007075930912320193,0.0007075930912320193
PAU DOS FERROS,1487,0.0007061684071557132,0.0007061684071557132
CEARA MIRIM,1487,0.0007061684071557132,0.0007061684071557132
CAMPO MAIOR,1484,0.0007047437230794072,0.0007047437230794072
TEOTONIO VILELA,1484,0.0007047437230794072,0.0007047437230794072
HIDROLANDIA,1481,0.0007033190390031011,0.0007033190390031011
IPATINGA,1468,0.0006971454080057747,0.0006971454080057747
ACAILANDIA,1444,0.0006857479353953261,0.0006857479353953261
SAO CRISTOVAO,1433,0.0006805240937822039,0.0006805240937822039
RIO DO SUL,1428,0.0006781496203216937,0.0006781496203216937
AGRESTINA,1424,0.0006762500415532855,0.0006762500415532855
CAMPOS NOVOS,1410,0.0006696015158638572,0.0006696015158638572
ITAITUBA,1410,0.0006696015158638572,0.0006696015158638572
JARAGUARI,1404,0.000666752147711245,0.000666752147711245
NOVA SANTA HELENA,1397,0.0006634278848665308,0.0006634278848665308
QUATRO PONTES,1391,0.0006605785167139187,0.0006605785167139187
SOLEDADE,1384,0.0006572542538692045,0.0006572542538692045
SANTA CRUZ,1375,0.0006529802016402862,0.0006529802016402862
CONCORDIA,1375,0.0006529802016402862,0.0006529802016402862
LAGOA VERMELHA,1374,0.0006525053069481843,0.0006525053069481843
SAO SEBASTIAO,1372,0.0006515555175639802,0.0006515555175639802
TIANGUA,1369,0.0006501308334876741,0.0006501308334876741
PARANAGUA,1366,0.000648706149411368,0.000648706149411368
SAO FERNANDO,1365,0.000648231254719266,0.000648231254719266
POCOS DE CALDAS,1364,0.000647756360027164,0.000647756360027164
VERANOPOLIS,1361,0.0006463316759508579,0.0006463316759508579
SOBRADO,1342,0.0006373086768009194,0.0006373086768009194
BARRA VELHA,1342,0.0006373086768009194,0.0006373086768009194
CARIRI DO TOCANTINS,1332,0.0006325597298798991,0.0006325597298798991
CASIMIRO DE ABREU,1317,0.0006254363094983687,0.0006254363094983687
OLIVEIRA,1314,0.0006240116254220626,0.0006240116254220626
RIBEIRA DO POMBAL,1302,0.0006183128891168383,0.0006183128891168383
ITAPERUNA,1290,0.000612614152811614,0.000612614152811614
COMODORO,1289,0.000612139258119512,0.000612139258119512
NOVA SERRANA,1281,0.0006083401005826958,0.0006083401005826958
CAMACAN,1279,0.0006073903111984918,0.0006073903111984918
NAVEGANTES,1277,0.0006064405218142877,0.0006064405218142877
RIO CASCA,1275,0.0006054907324300836,0.0006054907324300836
AGUA CLARA,1271,0.0006035911536616755,0.0006035911536616755
MILAGRES,1260,0.0005983673120485533,0.0005983673120485533
GANDU,1232,0.0005850702606696965,0.0005850702606696965
MORRETES,1228,0.0005831706819012884,0.0005831706819012884
ARARIPINA,1227,0.0005826957872091863,0.0005826957872091863
LAVRINHAS,1224,0.0005812711031328802,0.0005812711031328802
TURUCU,1224,0.0005812711031328802,0.0005812711031328802
MAMANGUAPE,1221,0.0005798464190565742,0.0005798464190565742
CAPAO ALTO,1220,0.0005793715243644722,0.0005793715243644722
BARRA DO PIRAI,1210,0.0005746225774434519,0.0005746225774434519
CAPIM GROSSO,1207,0.0005731978933671458,0.0005731978933671458
SENHOR DO BONFIM,1190,0.0005651246836014113,0.0005651246836014113
ALTOS,1188,0.0005641748942172073,0.0005641748942172073
TAPES,1184,0.0005622753154487992,0.0005622753154487992
CHOROZINHO,1180,0.0005603757366803912,0.0005603757366803912
ABADIA DE GOIAS,1169,0.0005551518950672688,0.0005551518950672688
VALPARAISO DE GOIAS,1168,0.0005546770003751669,0.0005546770003751669
BOA ESPERANCA,1162,0.0005518276322225547,0.0005518276322225547
ITAPECURU MIRIM,1160,0.0005508778428383506,0.0005508778428383506
GRAVATAI,1157,0.0005494531587620445,0.0005494531587620445
ATALAIA,1148,0.0005451791065331263,0.0005451791065331263
GUARAMIRIM,1148,0.0005451791065331263,0.0005451791065331263
SAO SEBASTIAO DO PASSE,1147,0.0005447042118410242,0.0005447042118410242
IJUI,1146,0.0005442293171489223,0.0005442293171489223
SANTA LUZIA,1144,0.0005432795277647181,0.0005432795277647181
ICO,1130,0.0005366310020752898,0.0005366310020752898
GOIANAPOLIS,1127,0.0005352063179989837,0.0005352063179989837
BREJETUBA,1126,0.0005347314233068817,0.0005347314233068817
ARAUCARIA,1126,0.0005347314233068817,0.0005347314233068817
PONTA PORA,1123,0.0005333067392305756,0.0005333067392305756
CRUZ DAS ALMAS,1119,0.0005314071604621675,0.0005314071604621675
SERRINHA,1119,0.0005314071604621675,0.0005314071604621675
RIO TINTO,1101,0.000522859056004331,0.000522859056004331
TRINDADE,1085,0.0005152607409306987,0.0005152607409306987
APARECIDA DO RIO DOCE,1082,0.0005138360568543925,0.0005138360568543925
AREIA BRANCA,1071,0.0005086122152412702,0.0005086122152412702
VALENCA DO PIAUI,1070,0.0005081373205491682,0.0005081373205491682
CRUZ ALTA,1058,0.0005024385842439439,0.0005024385842439439
IBIPORA,1051,0.0004991143213992298,0.0004991143213992298
TARTARUGALZINHO,1042,0.0004948402691703114,0.0004948402691703114
LAJEADO,1039,0.0004934155850940054,0.0004934155850940054
SANTO ANTONIO DE JESUS,1033,0.0004905662169413932,0.0004905662169413932
MARECHAL CANDIDO RONDON,1031,0.0004896164275571892,0.0004896164275571892
MARA ROSA,1031,0.0004896164275571892,0.0004896164275571892
CACAPAVA,1026,0.00048724195409667907,0.00048724195409667907
CRISTIANO OTONI,1022,0.00048534237532827095,0.00048534237532827095
NIOAQUE,1020,0.0004843925859440669,0.0004843925859440669
SIMOLANDIA,1020,0.0004843925859440669,0.0004843925859440669
CRISTINAPOLIS,1019,0.0004839176912519649,0.0004839176912519649
CORUMBA,1015,0.0004820181124835568,0.0004820181124835568
BOA VIAGEM,1011,0.00048011853371514865,0.00048011853371514865
OIAPOQUE,1008,0.0004786938496388426,0.0004786938496388426
SANTANA DO LIVRAMENTO,991,0.00047062063987310816,0.00047062063987310816
BENEVIDES,989,0.00046967085048890407,0.00046967085048890407
JOACABA,985,0.000467771271720496,0.000467771271720496
GARIBALDI,982,0.0004663465876441899,0.0004663465876441899
LAGOA FORMOSA,978,0.0004644470088757818,0.0004644470088757818
BOM RETIRO,977,0.00046397211418367976,0.00046397211418367976
ITAPUA DO OESTE,957,0.00045447422034163926,0.00045447422034163926
PORTO VITORIA,954,0.00045304953626533316,0.00045304953626533316
PARANAVAI,952,0.0004520997468811291,0.0004520997468811291
PERITORO,952,0.0004520997468811291,0.0004520997468811291
PALMEIRAS DO TOCANTINS,949,0.000450675062804823,0.000450675062804823
UBIRATA,948,0.000450200168112721,0.000450200168112721
ALHANDRA,948,0.000450200168112721,0.000450200168112721
CAICO,946,0.00044925037872851697,0.00044925037872851697
FREDERICO WESTPHALEN,944,0.0004483005893443129,0.0004483005893443129
SEBERI,924,0.0004388026955022724,0.0004388026955022724
MIRANDA,922,0.0004378529061180683,0.0004378529061180683
BAYEUX,922,0.0004378529061180683,0.0004378529061180683
FAZENDA RIO GRANDE,917,0.0004354784326575582,0.0004354784326575582
ITAJA,914,0.0004340537485812521,0.0004340537485812521
UNIAO DOS PALMARES,913,0.0004335788538891501,0.0004335788538891501
IVINHEMA,911,0.000432629064504946,0.000432629064504946
APODI,910,0.000432154169812844,0.000432154169812844
CACHOEIRA DO PIRIA,902,0.0004283550122760278,0.0004283550122760278
ONDA VERDE,899,0.0004269303281997217,0.0004269303281997217
MACAE,893,0.00042408096004710954,0.00042408096004710954
LINDOESTE,884,0.00041980690781819133,0.00041980690781819133
LARANJAL,872,0.000414108171512967,0.000414108171512967
NOVA ANDRADINA,865,0.0004107839086682528,0.0004107839086682528
SAO MARCOS,862,0.00040935922459194675,0.00040935922459194675
